0 GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME
3401 MOUTH_OF_SAURON_BOUNTY_VALUE | TO | M_MOUTH_OF_SAURON_BOUNTY_VALUE
3402 WITCHKING_MORGULBLADE_DAMAGE | TO | M_WITCHKING_MORGULBLADE_DAMAGE
3403 NAZGUL_GRAB_RADIUS_OF_DAMAGE | TO | M_NAZGUL_GRAB_RADIUS_OF_DAMAGE
3404 WORMTONGUE_DELAYBETWEENSHOTS | TO | M_WORMTONGUE_DELAYBETWEENSHOTS
3405 SARUMAN_FIREBALL_RELOAD_TIME | TO | M_SARUMAN_FIREBALL_RELOAD_TIME
3406 CRIPPLE_STRIKE_OBJECT_FILTER | TO | M_CRIPPLE_STRIKE_OBJECT_FILTER
3407 LURTZ_CARNAGE_FIRINGDURATION | TO | M_LURTZ_CARNAGE_FIRINGDURATION
3408 LURTZ_CARNAGE_PREATTACKDELAY | TO | M_LURTZ_CARNAGE_PREATTACKDELAY
3409 FARAMIR_WOUNDING_ARROW_RANGE | TO | M_FARAMIR_WOUNDING_ARROW_RANGE
3410 GANDALF_WORD_OF_POWER_DAMAGE | TO | M_GANDALF_WORD_OF_POWER_DAMAGE
3411 GLOIN_SHAKEFOUNDATION_DAMAGE | TO | M_GLOIN_SHAKEFOUNDATION_DAMAGE
3412 GLOIN_SLAM_DAMAGE_STRUCTURAL | TO | M_GLOIN_SLAM_DAMAGE_STRUCTURAL
3413 THRANDUIL_THORN_MAGIC_DAMAGE | TO | M_THRANDUIL_THORN_MAGIC_DAMAGE
3414 LEGOLAS_KNIFE_FIRINGDURATION | TO | M_LEGOLAS_KNIFE_FIRINGDURATION
3415 LEGOLAS_KNIFE_PREATTACKDELAY | TO | M_LEGOLAS_KNIFE_PREATTACKDELAY
3416 CAPTAINOFDALE_SUMMON_TIMEOUT | TO | M_CAPTAINOFDALE_SUMMON_TIMEOUT
3417 CAPTAINOFDALE_FIRINGDURATION | TO | M_CAPTAINOFDALE_FIRINGDURATION
3418 CAPTAINOFDALE_PREATTACKDELAY | TO | M_CAPTAINOFDALE_PREATTACKDELAY
3419 CAPTAINOFDALE_LVL9_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL9_EXP_AWARD
3420 CAPTAINOFDALE_LVL8_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL8_EXP_AWARD
3421 CAPTAINOFDALE_LVL7_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL7_EXP_AWARD
3422 CAPTAINOFDALE_LVL6_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL6_EXP_AWARD
3423 CAPTAINOFDALE_LVL5_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL5_EXP_AWARD
3424 CAPTAINOFDALE_LVL4_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL4_EXP_AWARD
3425 CAPTAINOFDALE_LVL3_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL3_EXP_AWARD
3426 CAPTAINOFDALE_LVL2_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL2_EXP_AWARD
3427 CAPTAINOFDALE_LVL1_EXP_AWARD | TO | M_CAPTAINOFDALE_LVL1_EXP_AWARD
3428 TORNADO_METASHOCKWAVE_RADIUS | TO | M_TORNADO_METASHOCKWAVE_RADIUS
3429 TORNADO_METASHOCKWAVE_AMOUNT | TO | M_TORNADO_METASHOCKWAVE_AMOUNT
3430 GLORFINDEL_DELAYBETWEENSHOTS | TO | M_GLORFINDEL_DELAYBETWEENSHOTS
3431 ELVEN_THRANDUIL_BOUNTY_VALUE | TO | M_ELVEN_THRANDUIL_BOUNTY_VALUE
3432 ELVEN_GALADRIEL_BOUNTY_VALUE | TO | M_ELVEN_GALADRIEL_BOUNTY_VALUE
3433 GONDOR_DENETHOR_BOUNTY_VALUE | TO | M_GONDOR_DENETHOR_BOUNTY_VALUE
3434 EVILMEN_BLACKRIDER_BUILDTIME | TO | M_EVILMEN_BLACKRIDER_BUILDTIME
3435 EVILMEN_BLACKRIDER_BUILDCOST | TO | M_EVILMEN_BLACKRIDER_BUILDCOST
3436 EVIL_SHIP_FIRE_DAMAGE_HEALTH | TO | M_EVIL_SHIP_FIRE_DAMAGE_HEALTH
3437 EVIL_SHIP_FIRE_DAMAGE_AMOUNT | TO | M_EVIL_SHIP_FIRE_DAMAGE_AMOUNT
3438 WILD_MARAUDER_DAMAGE_UPGRADE | TO | M_WILD_MARAUDER_DAMAGE_UPGRADE
3439 WILD_MARAUDER_HEALTH_DAMAGED | TO | M_WILD_MARAUDER_HEALTH_DAMAGED
3440 WILD_SPIDERLING_SHROUD_RANGE | TO | M_WILD_SPIDERLING_SHROUD_RANGE
3441 WILD_SPIDERLING_VISION_RANGE | TO | M_WILD_SPIDERLING_VISION_RANGE
3442 WILD_SPIDERLING_BOUNTY_VALUE | TO | M_WILD_SPIDERLING_BOUNTY_VALUE
3443 GOBLIN_ARCHER_PREATTACKDELAY | TO | M_GOBLIN_ARCHER_PREATTACKDELAY
3444 GOBLIN_ARCHER_HEALTH_DAMAGED | TO | M_GOBLIN_ARCHER_HEALTH_DAMAGED
3445 WILD_SHELOB_LVL10_EXP_NEEDED | TO | M_WILD_SHELOB_LVL10_EXP_NEEDED
3446 GOBLIN_MINE_TREE_LVL3_HP_ADD | TO | M_GOBLIN_MINE_TREE_LVL3_HP_ADD
3447 GOBLIN_MINE_TREE_LVL2_HP_ADD | TO | M_GOBLIN_MINE_TREE_LVL2_HP_ADD
3448 GOBLIN_SPIDERPIT_LVL3_HP_ADD | TO | M_GOBLIN_SPIDERPIT_LVL3_HP_ADD
3449 GOBLIN_SPIDERPIT_LVL2_HP_ADD | TO | M_GOBLIN_SPIDERPIT_LVL2_HP_ADD
3450 GOBLIN_CAVE_LVL3_BUILD_SPEED | TO | M_GOBLIN_CAVE_LVL3_BUILD_SPEED
3451 GOBLIN_CAVE_LVL2_BUILD_SPEED | TO | M_GOBLIN_CAVE_LVL2_BUILD_SPEED
3452 WILD_FORTRESS_HEALTH_DAMAGED | TO | M_WILD_FORTRESS_HEALTH_DAMAGED
3453 WILD_LUMBERMILL_BOUNTY_VALUE | TO | M_WILD_LUMBERMILL_BOUNTY_VALUE
3454 WILD_LUMBERMILL_MONEY_AMOUNT | TO | M_WILD_LUMBERMILL_MONEY_AMOUNT
3455 WILD_LUMBERMILL_SHROUD_CLEAR | TO | M_WILD_LUMBERMILL_SHROUD_CLEAR
3456 MORDOR_TROLLCAGE_LVL3_HP_ADD | TO | M_MORDOR_TROLLCAGE_LVL3_HP_ADD
3457 MORDOR_TROLLCAGE_LVL2_HP_ADD | TO | M_MORDOR_TROLLCAGE_LVL2_HP_ADD
3458 MORDOR_HARADRIMPALACE_HEALTH | TO | M_MORDOR_HARADRIMPALACE_HEALTH
3459 MORDOR_ORCPIT_LVL3_EXP_AWARD | TO | M_MORDOR_ORCPIT_LVL3_EXP_AWARD
3460 MORDOR_ORCPIT_LVL2_EXP_AWARD | TO | M_MORDOR_ORCPIT_LVL2_EXP_AWARD
3461 MORDOR_ORCPIT_LVL1_EXP_AWARD | TO | M_MORDOR_ORCPIT_LVL1_EXP_AWARD
3462 MORDOR_ORCPIT_HEALTH_DAMAGED | TO | M_MORDOR_ORCPIT_HEALTH_DAMAGED
3463 MORDOR_SLAUGHTERHOUSE_HEALTH | TO | M_MORDOR_SLAUGHTERHOUSE_HEALTH
3464 MORDOR_LUMBERMILL_MONEY_TIME | TO | M_MORDOR_LUMBERMILL_MONEY_TIME
3465 MORDOR_TAVERN_LVL3_EXP_AWARD | TO | M_MORDOR_TAVERN_LVL3_EXP_AWARD
3466 MORDOR_TAVERN_LVL2_EXP_AWARD | TO | M_MORDOR_TAVERN_LVL2_EXP_AWARD
3467 MORDOR_TAVERN_LVL1_EXP_AWARD | TO | M_MORDOR_TAVERN_LVL1_EXP_AWARD
3468 MORDOR_TAVERN_HEALTH_DAMAGED | TO | M_MORDOR_TAVERN_HEALTH_DAMAGED
3469 MORDOR_FORTRESS_BOUNTY_VALUE | TO | M_MORDOR_FORTRESS_BOUNTY_VALUE
3470 MORDOR_FORTRESS_SHROUD_CLEAR | TO | M_MORDOR_FORTRESS_SHROUD_CLEAR
3471 MORDOR_FORTRESS_VISION_RANGE | TO | M_MORDOR_FORTRESS_VISION_RANGE
3472 MORDOR_FLAG_CAMP_UNPACK_COST | TO | M_MORDOR_FLAG_CAMP_UNPACK_COST
3473 MORDOR_BANNER_LVL4_EXP_AWARD | TO | M_MORDOR_BANNER_LVL4_EXP_AWARD
3474 MORDOR_BANNER_LVL3_EXP_AWARD | TO | M_MORDOR_BANNER_LVL3_EXP_AWARD
3475 MORDOR_BANNER_LVL2_EXP_AWARD | TO | M_MORDOR_BANNER_LVL2_EXP_AWARD
3476 MORDOR_BANNER_LVL1_EXP_AWARD | TO | M_MORDOR_BANNER_LVL1_EXP_AWARD
3477 MORDOR_BANNER_HEALTH_DAMAGED | TO | M_MORDOR_BANNER_HEALTH_DAMAGED
3478 MORDOR_MUMAKIL_CHARGE_DAMAGE | TO | M_MORDOR_MUMAKIL_CHARGE_DAMAGE
3479 MORDOR_CATAPULT_BOUNTY_VALUE | TO | M_MORDOR_CATAPULT_BOUNTY_VALUE
3480 MORDOR_CATAPULT_HEADS_DAMAGE | TO | M_MORDOR_CATAPULT_HEADS_DAMAGE
3481 MORDOR_CATAPULT_FLAME_DAMAGE | TO | M_MORDOR_CATAPULT_FLAME_DAMAGE
3482 MORDOR_CATAPULT_VISION_RANGE | TO | M_MORDOR_CATAPULT_VISION_RANGE
3483 MORDOR_SOLDIERRHUN_BUILDTIME | TO | M_MORDOR_SOLDIERRHUN_BUILDTIME
3484 MORDOR_SOLDIERRHUN_BUILDCOST | TO | M_MORDOR_SOLDIERRHUN_BUILDCOST
3485 MORDOR_HARADRIMRIDERS_DAMAGE | TO | M_MORDOR_HARADRIMRIDERS_DAMAGE
3486 MORDOR_HARADRIMRIDERS_HEALTH | TO | M_MORDOR_HARADRIMRIDERS_HEALTH
3487 MORDOR_HARADRIM_BOUNTY_VALUE | TO | M_MORDOR_HARADRIM_BOUNTY_VALUE
3488 MORDOR_HARADRIM_SHROUD_RANGE | TO | M_MORDOR_HARADRIM_SHROUD_RANGE
3489 MORDOR_HARADRIM_VISION_RANGE | TO | M_MORDOR_HARADRIM_VISION_RANGE
3490 MORDOR_HARADRIM_LANCER_RANGE | TO | M_MORDOR_HARADRIM_LANCER_RANGE
3491 MORDOR_ATTACKTROLL_BUILDTIME | TO | M_MORDOR_ATTACKTROLL_BUILDTIME
3492 MORDOR_ATTACKTROLL_BUILDCOST | TO | M_MORDOR_ATTACKTROLL_BUILDCOST
3493 MORDOR_TROLL_SHOULDER_DAMAGE | TO | M_MORDOR_TROLL_SHOULDER_DAMAGE
3494 MORDOR_CORSAIR_INN_BUILDCOST | TO | M_MORDOR_CORSAIR_INN_BUILDCOST
3495 MORDOR_CORSAIR_INN_BUILDTIME | TO | M_MORDOR_CORSAIR_INN_BUILDTIME
3496 MORDOR_ARCHER_PREATTACKDELAY | TO | M_MORDOR_ARCHER_PREATTACKDELAY
3497 MORDOR_ARCHER_HEALTH_DAMAGED | TO | M_MORDOR_ARCHER_HEALTH_DAMAGED
3498 MORDOR_BLACKORC_BOUNTY_VALUE | TO | M_MORDOR_BLACKORC_BOUNTY_VALUE
3499 MORDOR_BLACKORC_VISION_RANGE | TO | M_MORDOR_BLACKORC_VISION_RANGE
3500 MORDOR_PORTER_HEALTH_DAMAGED | TO | M_MORDOR_PORTER_HEALTH_DAMAGED
3501 ISENGARD_ARMORY_BOUNTY_VALUE | TO | M_ISENGARD_ARMORY_BOUNTY_VALUE
3502 ISENGARD_TAVERN_BOUNTY_VALUE | TO | M_ISENGARD_TAVERN_BOUNTY_VALUE
3503 ISENGARD_WARGPIT_LVL3_HP_ADD | TO | M_ISENGARD_WARGPIT_LVL3_HP_ADD
3504 ISENGARD_WARGPIT_LVL2_HP_ADD | TO | M_ISENGARD_WARGPIT_LVL2_HP_ADD
3505 ISENGARD_WARGPIT_SHROUDCLEAR | TO | M_ISENGARD_WARGPIT_SHROUDCLEAR
3506 ISENGARD_WARGPIT_VISIONRANGE | TO | M_ISENGARD_WARGPIT_VISIONRANGE
3507 ISENGARD_URUKSIEGE_MAXHEALTH | TO | M_ISENGARD_URUKSIEGE_MAXHEALTH
3508 ISENGARD_URUKSIEGE_BUILDTIME | TO | M_ISENGARD_URUKSIEGE_BUILDTIME
3509 ISENGARD_URUKSIEGE_BUILDCOST | TO | M_ISENGARD_URUKSIEGE_BUILDCOST
3510 ISENGARD_URUKPIT_LVL3_HP_ADD | TO | M_ISENGARD_URUKPIT_LVL3_HP_ADD
3511 ISENGARD_URUKPIT_LVL2_HP_ADD | TO | M_ISENGARD_URUKPIT_LVL2_HP_ADD
3512 ISENGARD_URUKPIT_SHROUDCLEAR | TO | M_ISENGARD_URUKPIT_SHROUDCLEAR
3513 ISENGARD_URUKPIT_VISIONRANGE | TO | M_ISENGARD_URUKPIT_VISIONRANGE
3514 ISENGARD_FURNACE_LVL3_HP_ADD | TO | M_ISENGARD_FURNACE_LVL3_HP_ADD
3515 ISENGARD_FURNACE_LVL2_HP_ADD | TO | M_ISENGARD_FURNACE_LVL2_HP_ADD
3516 ISENGARD_FURNACE_MONEY_RANGE | TO | M_ISENGARD_FURNACE_MONEY_RANGE
3517 ISENGARD_MINELAUNCHER_DAMAGE | TO | M_ISENGARD_MINELAUNCHER_DAMAGE
3518 ISENGARD_MINELAUNCHER_RADIUS | TO | M_ISENGARD_MINELAUNCHER_RADIUS
3519 ISENGARD_FORTRESS_FIRE_DECAY | TO | M_ISENGARD_FORTRESS_FIRE_DECAY
3520 ISENGARD_BANNER_BOUNTY_VALUE | TO | M_ISENGARD_BANNER_BOUNTY_VALUE
3521 ISENGARD_BANNER_LVL4_DAM_ADD | TO | M_ISENGARD_BANNER_LVL4_DAM_ADD
3522 ISENGARD_BANNER_LVL3_DAM_ADD | TO | M_ISENGARD_BANNER_LVL3_DAM_ADD
3523 ISENGARD_BANNER_LVL2_DAM_ADD | TO | M_ISENGARD_BANNER_LVL2_DAM_ADD
3524 ISENGARD_BANNER_VISION_RANGE | TO | M_ISENGARD_BANNER_VISION_RANGE
3525 ISENGARD_BATTERINGRAM_DAMAGE | TO | M_ISENGARD_BATTERINGRAM_DAMAGE
3526 ISENGARD_BATTERINGRAM_HEALTH | TO | M_ISENGARD_BATTERINGRAM_HEALTH
3527 ISENGARD_WILDMAN_ROCK_DAMAGE | TO | M_ISENGARD_WILDMAN_ROCK_DAMAGE
3528 BERSERKER_DAMAGED_SPEED_MULT | TO | M_BERSERKER_DAMAGED_SPEED_MULT
3529 ISENGARD_BERSERKER_BUILDTIME | TO | M_ISENGARD_BERSERKER_BUILDTIME
3530 ISENGARD_BERSERKER_BUILDCOST | TO | M_ISENGARD_BERSERKER_BUILDCOST
3531 ISENGARD_WARGRIDER_BUILDTIME | TO | M_ISENGARD_WARGRIDER_BUILDTIME
3532 ISENGARD_WARGRIDER_BUILDCOST | TO | M_ISENGARD_WARGRIDER_BUILDCOST
3533 ISENGARD_URUKCROSSBOW_DAMAGE | TO | M_ISENGARD_URUKCROSSBOW_DAMAGE
3534 ISENGARD_URUKCROSSBOW_HEALTH | TO | M_ISENGARD_URUKCROSSBOW_HEALTH
3535 ISENGARD_PORTER_BOUNTY_VALUE | TO | M_ISENGARD_PORTER_BOUNTY_VALUE
3536 ISENGARD_PORTER_SHROUD_RANGE | TO | M_ISENGARD_PORTER_SHROUD_RANGE
3537 ISENGARD_PORTER_VISION_RANGE | TO | M_ISENGARD_PORTER_VISION_RANGE
3538 ANGMAR_SHADE_LAMENT_DURATION | TO | M_ANGMAR_SHADE_LAMENT_DURATION
3539 SHADEOFWOLF_SUMMONING_DAMAGE | TO | M_SHADEOFWOLF_SUMMONING_DAMAGE
3540 FROZEN_LAND_EFFECT_FADE_PEAK | TO | M_FROZEN_LAND_EFFECT_FADE_PEAK
3541 ANGMAR_WALLGATE_SMALL_HEALTH | TO | M_ANGMAR_WALLGATE_SMALL_HEALTH
3542 ANGMAR_MILL_LVL3_BUILD_SPEED | TO | M_ANGMAR_MILL_LVL3_BUILD_SPEED
3543 ANGMAR_MILL_LVL2_BUILD_SPEED | TO | M_ANGMAR_MILL_LVL2_BUILD_SPEED
3544 ANGMAR_HALLOFTWILIGHT_HEALTH | TO | M_ANGMAR_HALLOFTWILIGHT_HEALTH
3545 ANGMAR_TROLLDEN_BOUNTY_VALUE | TO | M_ANGMAR_TROLLDEN_BOUNTY_VALUE
3546 ANGMAR_TROLLDEN_VISION_RANGE | TO | M_ANGMAR_TROLLDEN_VISION_RANGE
3547 ANGMAR_TROLLDEN_SHROUD_CLEAR | TO | M_ANGMAR_TROLLDEN_SHROUD_CLEAR
3548 ANGMAR_BARRACKS_BOUNTY_VALUE | TO | M_ANGMAR_BARRACKS_BOUNTY_VALUE
3549 ANGMAR_BARRACKS_SHROUD_CLEAR | TO | M_ANGMAR_BARRACKS_SHROUD_CLEAR
3550 ANGMAR_FORTRESS_BOUNTY_VALUE | TO | M_ANGMAR_FORTRESS_BOUNTY_VALUE
3551 ANGMAR_FORTRESS_SHROUD_CLEAR | TO | M_ANGMAR_FORTRESS_SHROUD_CLEAR
3552 ANGMAR_FORTRESS_VISION_RANGE | TO | M_ANGMAR_FORTRESS_VISION_RANGE
3553 ANGMAR_NECROMANCER_BUILDTIME | TO | M_ANGMAR_NECROMANCER_BUILDTIME
3554 ANGMAR_NECROMANCER_BUILDCOST | TO | M_ANGMAR_NECROMANCER_BUILDCOST
3555 ANGMAR_HILLTROLL_STAB_DAMAGE | TO | M_ANGMAR_HILLTROLL_STAB_DAMAGE
3556 ANGMAR_SNOWTROLL_PICK_DAMAGE | TO | M_ANGMAR_SNOWTROLL_PICK_DAMAGE
3557 ANGMAR_SNOWTROLL_STAB_DAMAGE | TO | M_ANGMAR_SNOWTROLL_STAB_DAMAGE
3558 ANGMAR_DIREWOLF_BOUNTY_VALUE | TO | M_ANGMAR_DIREWOLF_BOUNTY_VALUE
3559 ANGMAR_DIREWOLF_SHROUD_RANGE | TO | M_ANGMAR_DIREWOLF_SHROUD_RANGE
3560 ANGMAR_DIREWOLF_VISION_RANGE | TO | M_ANGMAR_DIREWOLF_VISION_RANGE
3561 ANGMAR_RANGER_LONGSHOT_RANGE | TO | M_ANGMAR_RANGER_LONGSHOT_RANGE
3562 ANGMAR_RANGER_HEALTH_DAMAGED | TO | M_ANGMAR_RANGER_HEALTH_DAMAGED
3563 ANGMAR_PORTER_HEALTH_DAMAGED | TO | M_ANGMAR_PORTER_HEALTH_DAMAGED
3564 ROHAN_HEROSTATUE_SHROUDCLEAR | TO | M_ROHAN_HEROSTATUE_SHROUDCLEAR
3565 ROHAN_HEROSTATUE_VISIONRANGE | TO | M_ROHAN_HEROSTATUE_VISIONRANGE
3566 ROHAN_ARMORY_LVL3_EXP_NEEDED | TO | M_ROHAN_ARMORY_LVL3_EXP_NEEDED
3567 ROHAN_ARMORY_LVL2_EXP_NEEDED | TO | M_ROHAN_ARMORY_LVL2_EXP_NEEDED
3568 ROHAN_ARCHERYRANGE_MAXHEALTH | TO | M_ROHAN_ARCHERYRANGE_MAXHEALTH
3569 ROHAN_ARCHERYRANGE_BUILDTIME | TO | M_ROHAN_ARCHERYRANGE_BUILDTIME
3570 ROHAN_ARCHERYRANGE_BUILDCOST | TO | M_ROHAN_ARCHERYRANGE_BUILDCOST
3571 ROHAN_STABLES_LVL3_EXP_AWARD | TO | M_ROHAN_STABLES_LVL3_EXP_AWARD
3572 ROHAN_STABLES_LVL2_EXP_AWARD | TO | M_ROHAN_STABLES_LVL2_EXP_AWARD
3573 ROHAN_STABLES_LVL1_EXP_AWARD | TO | M_ROHAN_STABLES_LVL1_EXP_AWARD
3574 ROHAN_TREEBEARD_BOUNTY_VALUE | TO | M_ROHAN_TREEBEARD_BOUNTY_VALUE
3575 ROHAN_TREEBEARD_PUNCH_RADIUS | TO | M_ROHAN_TREEBEARD_PUNCH_RADIUS
3576 ROHAN_TREEBEARD_PUNCH_DAMAGE | TO | M_ROHAN_TREEBEARD_PUNCH_DAMAGE
3577 ROHAN_TREEBEARD_VISION_RANGE | TO | M_ROHAN_TREEBEARD_VISION_RANGE
3578 ROHAN_BANNER_LVL4_EXP_NEEDED | TO | M_ROHAN_BANNER_LVL4_EXP_NEEDED
3579 ROHAN_BANNER_LVL3_EXP_NEEDED | TO | M_ROHAN_BANNER_LVL3_EXP_NEEDED
3580 ROHAN_BANNER_LVL2_EXP_NEEDED | TO | M_ROHAN_BANNER_LVL2_EXP_NEEDED
3581 ROHAN_ELVENWARRIOR_BUILDTIME | TO | M_ROHAN_ELVENWARRIOR_BUILDTIME
3582 ROHAN_ELVENWARRIOR_BUILDCOST | TO | M_ROHAN_ELVENWARRIOR_BUILDCOST
3583 ROHAN_ROHIRRIM_ARCHER_HEALTH | TO | M_ROHAN_ROHIRRIM_ARCHER_HEALTH
3584 ROHAN_PEASANT_FIRINGDURATION | TO | M_ROHAN_PEASANT_FIRINGDURATION
3585 ROHAN_PEASANT_PREATTACKDELAY | TO | M_ROHAN_PEASANT_PREATTACKDELAY
3586 ROHAN_PEASANT_HEALTH_DAMAGED | TO | M_ROHAN_PEASANT_HEALTH_DAMAGED
3587 MEN_POSTERNGATE_SMALL_HEALTH | TO | M_MEN_POSTERNGATE_SMALL_HEALTH
3588 MEN_WALLGATE_SMALL_BUILDTIME | TO | M_MEN_WALLGATE_SMALL_BUILDTIME
3589 MEN_WALLGATE_SMALL_BUILDCOST | TO | M_MEN_WALLGATE_SMALL_BUILDCOST
3590 MEN_WALLSEGMENT_SMALL_HEALTH | TO | M_MEN_WALLSEGMENT_SMALL_HEALTH
3591 GONDOR_REINFORCEDGATE_HEALTH | TO | M_GONDOR_REINFORCEDGATE_HEALTH
3592 SPAWN_UNDERMINE_DECAL_RADIUS | TO | M_SPAWN_UNDERMINE_DECAL_RADIUS
3593 SPAWN_BARRICADE_DECAL_RADIUS | TO | M_SPAWN_BARRICADE_DECAL_RADIUS
3594 GONDOR_BATTLETOWER_BUILDCOST | TO | M_GONDOR_BATTLETOWER_BUILDCOST
3595 GONDOR_POSTERNGATE_BUILDCOST | TO | M_GONDOR_POSTERNGATE_BUILDCOST
3596 GONDOR_MARKETPLACE_EXP_AWARD | TO | M_GONDOR_MARKETPLACE_EXP_AWARD
3597 GONDOR_MARKETPLACE_BUILDTIME | TO | M_GONDOR_MARKETPLACE_BUILDTIME
3598 GONDOR_MARKETPLACE_BUILDCOST | TO | M_GONDOR_MARKETPLACE_BUILDCOST
3599 GONDOR_STONEWORKER_BUILDTIME | TO | M_GONDOR_STONEWORKER_BUILDTIME
3600 GONDOR_STONEWORKER_BUILDCOST | TO | M_GONDOR_STONEWORKER_BUILDCOST
3601 GONDOR_WELL_AOE_RADIUS_DECAL | TO | M_GONDOR_WELL_AOE_RADIUS_DECAL
3602 GONDOR_WELL_MAXHEALTHDAMAGED | TO | M_GONDOR_WELL_MAXHEALTHDAMAGED
3603 GONDOR_STATUE_HEALTH_DAMAGED | TO | M_GONDOR_STATUE_HEALTH_DAMAGED
3604 GONDOR_WORKSHOP_BOUNTY_VALUE | TO | M_GONDOR_WORKSHOP_BOUNTY_VALUE
3605 GONDOR_WORKSHOP_SHROUD_CLEAR | TO | M_GONDOR_WORKSHOP_SHROUD_CLEAR
3606 GONDOR_BARRACKS_BOUNTY_VALUE | TO | M_GONDOR_BARRACKS_BOUNTY_VALUE
3607 GONDOR_BARRACKS_SHROUD_CLEAR | TO | M_GONDOR_BARRACKS_SHROUD_CLEAR
3608 GONDOR_FORGE_LVL3_PRODUCTION | TO | M_GONDOR_FORGE_LVL3_PRODUCTION
3609 GONDOR_FORGE_LVL2_PRODUCTION | TO | M_GONDOR_FORGE_LVL2_PRODUCTION
3610 GONDOR_FORGE_LVL3_EXP_NEEDED | TO | M_GONDOR_FORGE_LVL3_EXP_NEEDED
3611 GONDOR_FORGE_LVL2_EXP_NEEDED | TO | M_GONDOR_FORGE_LVL2_EXP_NEEDED
3612 GONDOR_FLAG_CAMP_UNPACK_COST | TO | M_GONDOR_FLAG_CAMP_UNPACK_COST
3613 GONDOR_BANNER_LVL4_EXP_AWARD | TO | M_GONDOR_BANNER_LVL4_EXP_AWARD
3614 GONDOR_BANNER_LVL3_EXP_AWARD | TO | M_GONDOR_BANNER_LVL3_EXP_AWARD
3615 GONDOR_BANNER_LVL2_EXP_AWARD | TO | M_GONDOR_BANNER_LVL2_EXP_AWARD
3616 GONDOR_BANNER_LVL1_EXP_AWARD | TO | M_GONDOR_BANNER_LVL1_EXP_AWARD
3617 GONDOR_BANNER_HEALTH_DAMAGED | TO | M_GONDOR_BANNER_HEALTH_DAMAGED
3618 GONDOR_TREBUCHET_FLAME_RANGE | TO | M_GONDOR_TREBUCHET_FLAME_RANGE
3619 GONDOR_TREBUCHET_FUEL_DAMAGE | TO | M_GONDOR_TREBUCHET_FUEL_DAMAGE
3620 GONDOR_TREBUCHET_FUEL_RADIUS | TO | M_GONDOR_TREBUCHET_FUEL_RADIUS
3621 GONDOR_TREBUCHET_FIRE_DAMAGE | TO | M_GONDOR_TREBUCHET_FIRE_DAMAGE
3622 GONDOR_TREBUCHET_FIRE_RADIUS | TO | M_GONDOR_TREBUCHET_FIRE_RADIUS
3623 GONDOR_RANGER_LONGSHOT_RANGE | TO | M_GONDOR_RANGER_LONGSHOT_RANGE
3624 GONDOR_RANGER_HEALTH_DAMAGED | TO | M_GONDOR_RANGER_HEALTH_DAMAGED
3625 GONDOR_SPEARMEN_BOUNTY_VALUE | TO | M_GONDOR_SPEARMEN_BOUNTY_VALUE
3626 GONDOR_SPEARMEN_VISION_RANGE | TO | M_GONDOR_SPEARMEN_VISION_RANGE
3627 GONDOR_KNIGHT_FIRINGDURATION | TO | M_GONDOR_KNIGHT_FIRINGDURATION
3628 GONDOR_KNIGHT_PREATTACKDELAY | TO | M_GONDOR_KNIGHT_PREATTACKDELAY
3629 GONDOR_KNIGHT_HEALTH_DAMAGED | TO | M_GONDOR_KNIGHT_HEALTH_DAMAGED
3630 GONDOR_ARCHER_HEALTH_DAMAGED | TO | M_GONDOR_ARCHER_HEALTH_DAMAGED
3631 GONDOR_SOLDIER_SWORD_UPGRADE | TO | M_GONDOR_SOLDIER_SWORD_UPGRADE
3632 ELVEN_CASTLE_WALLGATE_HEALTH | TO | M_ELVEN_CASTLE_WALLGATE_HEALTH
3633 ELVEN_VIGILANTENT_ROCK_RANGE | TO | M_ELVEN_VIGILANTENT_ROCK_RANGE
3634 ELVEN_FORGE_LVL3_BUILD_SPEED | TO | M_ELVEN_FORGE_LVL3_BUILD_SPEED
3635 ELVEN_FORGE_LVL2_BUILD_SPEED | TO | M_ELVEN_FORGE_LVL2_BUILD_SPEED
3636 ELVEN_MALLORN_TREE_BUILDTIME | TO | M_ELVEN_MALLORN_TREE_BUILDTIME
3637 ELVEN_MALLORN_TREE_BUILDCOST | TO | M_ELVEN_MALLORN_TREE_BUILDCOST
3638 ELVEN_LINDONARCHER_BUILDTIME | TO | M_ELVEN_LINDONARCHER_BUILDTIME
3639 ELVEN_LINDONARCHER_BUILDCOST | TO | M_ELVEN_LINDONARCHER_BUILDCOST
3640 ELVEN_LORIENARCHER_BUILDTIME | TO | M_ELVEN_LORIENARCHER_BUILDTIME
3641 ELVEN_LORIENARCHER_BUILDCOST | TO | M_ELVEN_LORIENARCHER_BUILDCOST
